"Tuna sashimi",14
"Chicken milanese",14
"Bruschette with Tomato",14
"Ricotta stuffed Ravioli",14
"Califlower penne",14
"Pasta with Tomato and Basil",14
"Souvlaki",14
"Caesar Salad",14
"Pasta and Beans",14
"Cheeseburger",14
"Chicken Fajitas",14
"French fries with sausages",14
"Chicken wings",14
"Vegetable Soup",14
"Lasagne",14
"Mushroom Risotto",14
"Chilli con carne",14
"Ebiten maki",14
"Linguine with clams",14
"Tiramisù",14
"Teriyaki Chicken donburi",14
"Fish and chips",14
"California maki",14
"Katsu Curry",14
"Caprese Salad",14
"Salmon nigiri",15
"Pappardelle alla Bolognese",15
"Pork sausage roll",15
"Philadelphia maki",15
"Pork belly buns",15
"Fettuccine Alfredo",15
"Meatballs with sauce",15
"Pasta Carbonara",15
"Scotch eggs",15
"Pizza",15
"Barbecue Ribs",15
"Risotto with seafood",15
"Tuna sashimi",15
"Chicken milanese",15
"Bruschette with Tomato",15
"Ricotta stuffed Ravioli",15
"Califlower penne",15
"Pasta with Tomato and Basil",15
"Souvlaki",15
"Caesar Salad",15
"Pasta and Beans",15
"Cheeseburger",15
"Chicken Fajitas",15
"French fries with sausages",15
"Chicken wings",15
"Vegetable Soup",15
"Lasagne",15
"Mushroom Risotto",15
"Chilli con carne",15
"Ebiten maki",15
"Linguine with clams",15
"Tiramisù",15
"Teriyaki Chicken donburi",15
"Fish and chips",15
"California maki",15
"Katsu Curry",15
"Caprese Salad",15
