"Caesar Salad",27
"Pasta and Beans",27
"Cheeseburger",27
"Vegetable Soup",27
"Lasagne",27
"Mushroom Risotto",27
"Chilli con carne",27
"Teriyaki Chicken donburi",27
"Katsu Curry",27
"Salmon nigiri",28
"Pork belly buns",28
"Meatballs with sauce",28
"Scotch eggs",28
"Pizza",28
"Chicken milanese",28
"Bruschette with Tomato",28
"Califlower penne",28
"Pasta with Tomato and Basil",28
"Souvlaki",28
"Cheeseburger",28
"Chicken wings",28
"Vegetable Soup",28
"Ebiten maki",28
"Teriyaki Chicken donburi",28
"Katsu Curry",28
"Pappardelle alla Bolognese",29
"Pork sausage roll",29
"Philadelphia maki",29
"Pork belly buns",29
"Fettuccine Alfredo",29
"Scotch eggs",29
"Tuna sashimi",29
"Chicken milanese",29
"Ricotta stuffed Ravioli",29
"Califlower penne",29
"Pasta with Tomato and Basil",29
"Caesar Salad",29
"Pasta and Beans",29
"Chicken Fajitas",29
"French fries with sausages",29
"Lasagne",29
"Mushroom Risotto",29
"Chilli con carne",29
"Ebiten maki",29
"Tiramisù",29
"Teriyaki Chicken donburi",29
"California maki",29
"Philadelphia maki",30
"Pasta Carbonara",30
"Scotch eggs",30
"Pizza",30
"Barbecue Ribs",30
"Risotto with seafood",30
"Tuna sashimi",30
"Chicken milanese",30
"Bruschette with Tomato",30
"Ricotta stuffed Ravioli",30
"Caesar Salad",30
"Cheeseburger",30
"Chicken Fajitas",30
"French fries with sausages",30
"Chicken wings",30
"Vegetable Soup",30
"Chilli con carne",30
"Ebiten maki",30
"Fish and chips",30
"California maki",30
"Caprese Salad",30
"Salmon nigiri",31
"Pappardelle alla Bolognese",31
"Philadelphia maki",31
"Pork belly buns",31
"Fettuccine Alfredo",31
"Meatballs with sauce",31
"Pasta Carbonara",31
"Pizza",31
"Barbecue Ribs",31
"Ricotta stuffed Ravioli",31
"Caesar Salad",31
"Pasta and Beans",31
"Cheeseburger",31
"Chicken wings",31
"Ebiten maki",31
"Tiramisù",31
"Teriyaki Chicken donburi",31
"Fish and chips",31
"Caprese Salad",31
"Salmon nigiri",32
"Pappardelle alla Bolognese",32
"Fettuccine Alfredo",32
"Pasta Carbonara",32
"Barbecue Ribs",32
"Tuna sashimi",32
"Chicken milanese",32
"Bruschette with Tomato",32
"Ricotta stuffed Ravioli",32
"Pasta with Tomato and Basil",32
"Souvlaki",32
"Chicken wings",32
"Mushroom Risotto",32
"Chilli con carne",32
"Ebiten maki",32
"Fish and chips",32
"Katsu Curry",32
"Caprese Salad",32
"Pork sausage roll",33
"Fettuccine Alfredo",33
"Meatballs with sauce",33
"Pasta Carbonara",33
"Scotch eggs",33
"Pizza",33
"Risotto with seafood",33
"Tuna sashimi",33
"Chicken milanese",33
"Pasta with Tomato and Basil",33
"Pasta and Beans",33
"Chicken wings",33
"Ebiten maki",33
"Linguine with clams",33
"California maki",33
"Philadelphia maki",34
"Fettuccine Alfredo",34
"Meatballs with sauce",34
"Pasta Carbonara",34
"Scotch eggs",34
"Pizza",34
"Tuna sashimi",34
"Pasta with Tomato and Basil",34
"Caesar Salad",34
"Pasta and Beans",34
"Cheeseburger",34
"Chilli con carne",34
"Tiramisù",34
"Fish and chips",34
"California maki",34
